,date,start price,highest price,cheapest price,closing price,yield,fixed closing price
54,2018-03-26,2414.5,2442,2395.5,2442,3398700,2442
55,2018-03-27,2466,2556,2456.5,2542,4977800,2542
56,2018-03-28,2505,2510,2462,2508,3596900,2508
57,2018-03-29,2530,2545,2503.5,2532,2843100,2532
58,2018-03-30,2574.5,2597,2566.5,2581.5,4072400,2581.5
59,2018-04-02,2570,2583,2531,2531,2401300,2531
60,2018-04-03,2510,2535,2486.5,2527,2778300,2527
61,2018-04-04,2549.5,2583,2531,2576,3365700,2576
62,2018-04-05,2614,2701,2609.5,2689.5,8162100,2689.5
63,2018-04-06,2689,2716,2663.5,2671,4943800,2671
64,2018-04-09,2671.5,2713,2643,2697.5,3860400,2697.5
65,2018-04-10,2687,2722,2684.5,2691.5,2633900,2691.5
66,2018-04-11,2700.5,2726.5,2694.5,2704.5,2962400,2704.5
67,2018-04-12,2703,2721.5,2695,2716,2371500,2716
68,2018-04-13,2713.5,2736,2691.5,2723.5,3228000,2723.5
69,2018-04-16,2718.5,2738.5,2708,2710.5,1884200,2710.5
70,2018-04-17,2718,2727.5,2678.5,2695,1934600,2695
71,2018-04-18,2705.5,2734.5,2699,2728,2731600,2728
72,2018-04-19,2740,2755.5,2701,2706,3107900,2706
73,2018-04-20,2700,2720.5,2697,2704,2456000,2704
74,2018-04-23,2710,2727.5,2701,2721.5,1931800,2721.5
75,2018-04-24,2777,2807,2750.5,2781,4314200,2781
76,2018-04-25,2732,2753,2713.5,2749.5,2666600,2749.5
77,2018-04-26,2767,2786.5,2741.5,2777,2800900,2777
78,2018-04-27,2793.5,2816.5,2773.5,2811.5,3915400,2811.5
79,2018-05-01,2804,2861.5,2796,2848.5,2759000,2848.5
80,2018-05-02,2804,2813.5,2742,2765.5,4985900,2765.5
81,2018-05-07,2758,2780.5,2736.5,2779.5,3191200,2779.5
82,2018-05-08,2814.5,2825,2765.5,2774.5,3868400,2774.5
83,2018-05-09,2777,2779.5,2735.5,2743,3620900,2743
84,2018-05-10,2764.5,2803.5,2763,2789.5,2870700,2789.5
85,2018-05-11,2791,2820,2779.5,2807,3099500,2807
86,2018-05-14,3077,3082,3028,3064,9810500,3064
87,2018-05-15,3010,3043,2957.5,2969,6483600,2969
88,2018-05-16,2995,3002,2870,2878.5,7452200,2878.5
89,2018-05-17,2862.5,2880,2820,2855,6838100,2855
90,2018-05-18,2893.5,2895.5,2849,2853.5,3468900,2853.5
91,2018-05-21,2827.5,2845,2814.5,2831,3734000,2831
92,2018-05-22,2831,2836.5,2796.5,2823,2738600,2823
93,2018-05-23,2786.5,2811.5,2758,2787,3622400,2787
94,2018-05-24,2772.5,2776,2747.5,2761,2629200,2761
95,2018-05-25,2761.5,2763,2734,2744,3430200,2744
96,2018-05-28,2757.5,2789.5,2756.5,2781,2294200,2781
97,2018-05-29,2763,2784.5,2759,2779,2606900,2779
98,2018-05-30,2710.5,2767.5,2710.5,2750.5,3191500,2750.5
99,2018-05-31,2774.5,2784.5,2725,2735,5704000,2735
100,2018-06-01,2725,2763.5,2719.5,2729.5,2685500,2729.5
101,2018-06-04,2764.5,2771,2723.5,2724,2798000,2724
102,2018-06-05,2734,2734,2696,2701.5,3187200,2701.5
103,2018-06-06,2710,2733,2701.5,2717,3338900,2717
104,2018-06-07,2708,2756,2703.5,2749,3815200,2749
105,2018-06-08,2735,2740,2707,2707.5,4436400,2707.5
106,2018-06-11,2710,2731,2700.5,2717.5,1802700,2717.5
107,2018-06-12,2747,2751,2720,2727.5,1573600,2727.5
108,2018-06-13,2733,2793.5,2733,2768,2657300,2768
109,2018-06-14,2747.5,2753,2710.5,2717,2788400,2717
110,2018-06-15,2730,2756.5,2716,2742.5,4015000,2742.5
111,2018-06-18,2734,2746.5,2717,2731.5,1991500,2731.5
112,2018-06-19,2711.5,2728.5,2681.5,2685.5,3001300,2685.5
113,2018-06-20,2695,2725.5,2681.5,2720,3533000,2720
114,2018-06-21,2712,2740,2708,2725.5,2462500,2725.5
115,2018-06-22,2708,2740,2697,2730,2091900,2730
116,2018-06-25,2735,2736,2682,2682,2457000,2682
117,2018-06-26,2675,2712.5,2671,2704,2352400,2704
118,2018-06-27,2709,2716.5,2674.5,2679,2676200,2679
119,2018-06-28,2663,2679,2656.5,2677,3163200,2677
120,2018-06-29,2675.5,2678.5,2641,2674,3538600,2674
121,2018-07-02,2660,2681.5,2643,2645.5,3842200,2645.5
122,2018-07-03,2640,2656,2612.5,2640.5,3018000,2640.5
123,2018-07-04,2625.5,2662.5,2625.5,2650.5,2484700,2650.5
124,2018-07-05,2659,2673,2645,2650,3683100,2650
125,2018-07-06,2668,2670,2646,2657,2525100,2657
126,2018-07-09,2681,2710,2668,2697.5,2898600,2697.5
127,2018-07-10,2724,2734.5,2694,2694,3425700,2694
128,2018-07-11,2670,2695,2643,2660.5,2178500,2660.5
129,2018-07-12,2676.5,2682.5,2650.5,2659,2548400,2659
130,2018-07-13,2677.5,2691.5,2661.5,2683,2327700,2683
131,2018-07-17,2698,2729,2695.5,2728,3772400,2728
132,2018-07-18,2767,2776.5,2747,2750,2423900,2750
133,2018-07-19,2763.5,2764.5,2750,2753.5,3386600,2753.5
134,2018-07-20,2770,2795,2759,2764.5,3376100,2764.5
135,2018-07-23,2737.5,2746,2691.5,2698.5,3603800,2698.5
136,2018-07-24,2724,2770,2716.5,2752.5,2789000,2752.5
137,2018-07-25,2741,2751,2700.5,2704,2795400,2704
138,2018-07-26,2721.5,2728,2697,2704.5,2779600,2704.5
139,2018-07-27,2718.5,2720.5,2702.5,2710,1822500,2710
140,2018-07-30,2704.5,2712.5,2676.5,2680.5,2188900,2680.5
141,2018-07-31,2694,2694,2649,2666,4084800,2666
142,2018-08-01,2689.5,2706.5,2645.5,2649,4046600,2649
143,2018-08-02,2640,2650.5,2607.5,2612,2669900,2612
144,2018-08-03,2602,2603,2542,2549.5,4253400,2549.5
145,2018-08-06,2560,2580,2538,2547,2455600,2547
146,2018-08-07,2547,2583.5,2532.5,2582.5,2364000,2582.5
147,2018-08-08,2581.5,2596,2562,2563,2112700,2563
148,2018-08-09,2547.5,2552.5,2533.5,2539.5,1679100,2539.5
149,2018-08-10,2529,2530,2482.5,2483,3814700,2483
150,2018-08-13,2465,2483.5,2437.5,2445,2851700,2445
151,2018-08-14,2455,2499,2445,2494.5,2621800,2494.5
152,2018-08-15,2520.5,2525.5,2456.5,2467,2004500,2467
153,2018-08-16,2440,2465,2426.5,2444.5,2630600,2444.5
154,2018-08-17,2445.5,2472.5,2438,2449,2946200,2449
155,2018-08-20,2448.5,2502,2438,2496,3188800,2496
156,2018-08-21,2494.5,2504.5,2468.5,2479.5,2353700,2479.5
157,2018-08-22,2504,2510,2476.5,2484.5,2350000,2484.5
158,2018-08-23,2484.5,2505.5,2483.5,2492,1949400,2492
159,2018-08-24,2514.5,2514.5,2493,2497,1326500,2497
160,2018-08-27,2505.5,2547,2502,2540.5,1921000,2540.5
161,2018-08-28,2559,2566.5,2540.5,2553.5,1945200,2553.5
162,2018-08-29,2557,2559.5,2540,2545,1844600,2545
163,2018-08-30,2549,2553.5,2515,2519.5,3243900,2519.5
164,2018-08-31,2531.5,2552,2529,2544.5,2827100,2544.5
165,2018-09-03,2530,2530.5,2478.5,2480.5,3346100,2480.5
166,2018-09-04,2479.5,2504,2478.5,2493.5,2899800,2493.5
167,2018-09-05,2443.5,2463.5,2415,2453,5131200,2453
168,2018-09-06,2456,2466,2433,2447,3522800,2447
169,2018-09-07,2443,2455,2418,2444.5,2683800,2444.5
170,2018-09-10,2431,2456.5,2427,2437,2508000,2437
171,2018-09-11,2445,2447.5,2417,2428,2809400,2428
172,2018-09-12,2430,2434,2409.5,2420.5,2647300,2420.5
173,2018-09-13,2419.5,2452,2415.5,2435,2563900,2435
174,2018-09-14,2469,2485,2456,2472,4448100,2472
175,2018-09-18,2450,2567,2443.5,2551.5,3830900,2551.5
176,2018-09-19,2600,2649.5,2588.5,2636.5,5693100,2636.5
177,2018-09-20,2650,2694.5,2640.5,2690,5495700,2690
178,2018-09-21,2718.5,2753,2714,2736,7444100,2736
179,2018-09-25,2750,2782,2719,2749,5284500,2749
180,2018-09-26,2736.5,2792.5,2736.5,2765,3948400,2765
181,2018-09-27,2752.5,2774,2718,2718.5,3332700,2718.5
182,2018-09-28,2744.5,2744.5,2672.5,2689,5286300,2689
183,2018-10-01,2689,2693,2665,2677.5,2536600,2677.5
184,2018-10-02,2682.5,2696,2645.5,2648,3221000,2648
185,2018-10-03,2642.5,2663,2617.5,2621.5,2545400,2621.5
186,2018-10-04,2639.5,2652.5,2601.5,2617.5,3280100,2617.5
187,2018-10-05,2604,2635.5,2604,2629.5,3311700,2629.5
188,2018-10-09,2637.5,2674,2629.5,2638.5,5776900,2638.5
189,2018-10-10,2630.5,2657,2615,2621,3188100,2621
190,2018-10-11,2553.5,2583.5,2522,2534,4120500,2534
191,2018-10-12,2509,2531,2482.5,2514.5,3822200,2514.5
192,2018-10-15,2480.5,2505.5,2472,2488.5,2904900,2488.5
193,2018-10-16,2538.5,2587,2512,2559.5,4459400,2559.5
194,2018-10-17,2588.5,2629,2567,2611,3560200,2611
195,2018-10-18,2634.5,2679,2630.5,2646,4116000,2646
196,2018-10-19,2606.5,2608.5,2572,2588.5,2921000,2588.5
197,2018-10-22,2577,2609,2566.5,2601,2540300,2601
198,2018-10-23,2563.5,2575,2524.5,2538,3721400,2538
199,2018-10-24,2556,2567.5,2530.5,2551,2542000,2551
200,2018-10-25,2516.5,2550.5,2497,2518.5,3707600,2518.5
201,2018-10-26,2529,2569.5,2513,2561,4054700,2561
202,2018-10-29,2602.5,2643.5,2582.5,2592,3676700,2592
203,2018-10-30,2562,2604,2547,2547,8342600,2547
204,2018-10-31,2560,2600,2518,2544,5514900,2544
205,2018-11-01,2573,2587.5,2549.5,2563.5,2957700,2563.5
206,2018-11-02,2571,2579,2520.5,2568,3607900,2568
207,2018-11-05,2554,2564,2518,2541,3001700,2541
208,2018-11-06,2539,2583,2532.5,2574.5,2472600,2574.5
209,2018-11-07,2605,2637,2575,2602,3825300,2602
210,2018-11-08,2632,2656.5,2624,2640,2950700,2640
211,2018-11-09,2632.5,2681.5,2632.5,2659.5,3112300,2659.5
212,2018-11-12,2726,2763,2709.5,2751.5,5216300,2751.5
213,2018-11-13,2701.5,2723.5,2660.5,2722.5,5211100,2722.5
214,2018-11-14,2707,2743,2703.5,2707.5,3271500,2707.5
215,2018-11-15,2681.5,2748,2680.5,2741.5,3451200,2741.5
216,2018-11-16,2750,2765,2719.5,2743,3385800,2743
217,2018-11-19,2744,2759.5,2732,2756.5,2525700,2756.5
218,2018-11-20,2724.5,2756.5,2717,2749.5,3485300,2749.5
219,2018-11-21,2714.5,2715,2671,2691.5,3929100,2691.5
220,2018-11-22,2709,2731.5,2698.5,2728.5,2579800,2728.5
221,2018-11-26,2739,2753.5,2727,2742.5,2136400,2742.5
222,2018-11-27,2744.5,2766,2733,2758,2237600,2758
223,2018-11-28,2789.5,2791.5,2748,2780,3126600,2780
224,2018-11-29,2776.5,2782,2733,2733,2710700,2733
225,2018-11-30,2733,2763,2713.5,2715,4024400,2715
226,2018-12-03,2780,2804.5,2749,2768,4475900,2768
227,2018-12-04,2768,2777.5,2697,2698,3672900,2698
228,2018-12-05,2660.5,2720,2660.5,2714.5,3292800,2714.5
229,2018-12-06,2697.5,2728,2694,2705.5,3849400,2705.5
230,2018-12-07,2720,2748.5,2715,2744,3813600,2744
231,2018-12-10,2710,2721.5,2660,2673,3708200,2673
232,2018-12-11,2702.5,2723,2676.5,2712,3270200,2712
233,2018-12-12,2780,2791.5,2761,2780,6636400,2780
234,2018-12-13,2785,2787.5,2745,2751.5,2924700,2751.5
235,2018-12-14,2745,2766,2736,2736,5841000,2736
236,2018-12-17,2762,2779,2747,2753.5,3040500,2753.5
237,2018-12-18,2700,2712,2661,2674,4777800,2674
238,2018-12-19,2670.5,2685.5,2633.5,2658,3124100,2658
239,2018-12-20,2625.5,2663.5,2600.5,2614.5,3428200,2614.5
240,2018-12-21,2604,2612.5,2513,2526,7040100,2526
241,2018-12-25,2476,2477,2386.5,2401.5,3314900,2401.5
242,2018-12-26,2421,2462,2387.5,2424.5,2854800,2424.5
243,2018-12-27,2485,2507.5,2458.5,2469.5,4212100,2469.5
244,2018-12-28,2458.5,2474.5,2428.5,2445,3622700,2445
