,date,start price,highest price,cheapest price,closing price,yield,fixed closing price
60,2018-04-03,4240,4320,4230,4310,2243300,4310
61,2018-04-04,4244,4273,4206,4259,2039200,4259
62,2018-04-05,4260,4327,4219,4293,1736000,4293
63,2018-04-06,4260,4292,4237,4248,1714500,4248
64,2018-04-09,4237,4275,4231,4258,1268300,4258
65,2018-04-10,4238,4319,4215,4287,1408100,4287
66,2018-04-11,4300,4314,4264,4274,941400,4274
67,2018-04-12,4267,4304,4255,4281,951400,4281
68,2018-04-13,4295,4303,4268,4281,1341800,4281
69,2018-04-16,4284,4349,4278,4343,966400,4343
70,2018-04-17,4350,4352,4315,4327,1092800,4327
71,2018-04-18,4257,4352,4237,4343,1366000,4343
72,2018-04-19,4368,4391,4333,4360,1202600,4360
73,2018-04-20,4350,4365,4319,4357,905200,4357
74,2018-04-23,4377,4391,4332,4335,700400,4335
75,2018-04-24,4368,4399,4340,4394,912700,4394
76,2018-04-25,4378,4411,4359,4397,862300,4397
77,2018-04-26,4397,4402,4368,4383,878900,4383
78,2018-04-27,4420,4420,4367,4405,1712200,4405
79,2018-05-01,4400,4403,4322,4361,1483400,4361
80,2018-05-02,4351,4379,4091,4123,5056200,4123
81,2018-05-07,4124,4188,4061,4158,2512500,4158
82,2018-05-08,4175,4266,4175,4222,1641900,4222
83,2018-05-09,4222,4227,4178,4201,1291400,4201
84,2018-05-10,4207,4238,4190,4221,847800,4221
85,2018-05-11,4221,4245,4212,4242,974800,4242
86,2018-05-14,4295,4313,4271,4308,1377900,4308
87,2018-05-15,4277,4296,4236,4252,1663000,4252
88,2018-05-16,4230,4257,4216,4228,1675400,4228
89,2018-05-17,4288,4333,4280,4322,2167100,4322
90,2018-05-18,4330,4342,4295,4305,1169600,4305
91,2018-05-21,4330,4370,4309,4360,1983000,4360
92,2018-05-22,4351,4359,4265,4285,1747900,4285
93,2018-05-23,4276,4301,4248,4268,1498300,4268
94,2018-05-24,4208,4259,4180,4199,1857700,4199
95,2018-05-25,4206,4239,4189,4237,1421400,4237
96,2018-05-28,4235,4241,4197,4234,830000,4234
97,2018-05-29,4200,4215,4166,4185,999100,4185
98,2018-05-30,4165,4178,4112,4158,2003000,4158
99,2018-05-31,4185,4211,4162,4182,5248900,4182
100,2018-06-01,4141,4237,4140,4208,1574000,4208
101,2018-06-04,4217,4296,4208,4281,1260300,4281
102,2018-06-05,4291,4307,4272,4301,1007200,4301
103,2018-06-06,4326,4351,4314,4337,1722300,4337
104,2018-06-07,4341,4356,4328,4346,1445500,4346
105,2018-06-08,4345,4375,4325,4329,1772300,4329
106,2018-06-11,4301,4329,4292,4317,806800,4317
107,2018-06-12,4355,4368,4314,4322,1108400,4322
108,2018-06-13,4326,4331,4295,4298,1031800,4298
109,2018-06-14,4277,4299,4266,4282,1011200,4282
110,2018-06-15,4276,4321,4272,4312,1799200,4312
111,2018-06-18,4283,4291,4258,4282,947400,4282
112,2018-06-19,4257,4272,4214,4215,1413700,4215
113,2018-06-20,4236,4281,4214,4278,1262100,4278
114,2018-06-21,4268,4293,4237,4284,1149800,4284
115,2018-06-22,4247,4249,4201,4213,908900,4213
116,2018-06-25,4224,4251,4215,4222,970900,4222
117,2018-06-26,4185,4196,4136,4194,2301400,4194
118,2018-06-27,4199,4227,4169,4225,1529600,4225
119,2018-06-28,4225,4257,4219,4251,1392900,4251
120,2018-06-29,4299,4332,4282,4326,2081500,4326
121,2018-07-02,4300,4320,4218,4224,1245100,4224
122,2018-07-03,4238,4246,4191,4230,1682700,4230
123,2018-07-04,4220,4259,4217,4247,1025700,4247
124,2018-07-05,4253,4265,4221,4231,1261100,4231
125,2018-07-06,4231,4242,4204,4229,1118800,4229
126,2018-07-09,4225,4296,4212,4292,1150400,4292
127,2018-07-10,4342,4374,4322,4356,1830900,4356
128,2018-07-11,4319,4320,4260,4290,1022100,4290
129,2018-07-12,4300,4305,4277,4300,1061400,4300
130,2018-07-13,4299,4350,4279,4338,1656100,4338
131,2018-07-17,4336,4412,4331,4394,1332000,4394
132,2018-07-18,4421,4482,4420,4479,1539800,4479
133,2018-07-19,4475,4515,4453,4509,1103500,4509
134,2018-07-20,4524,4570,4496,4541,1465600,4541
135,2018-07-23,4548,4575,4539,4549,1137100,4549
136,2018-07-24,4574,4612,4550,4602,1184200,4602
137,2018-07-25,4627,4674,4620,4628,1172100,4628
138,2018-07-26,4678,4696,4641,4647,1155100,4647
139,2018-07-27,4617,4665,4608,4664,893100,4664
140,2018-07-30,4696,4713,4614,4618,738000,4618
141,2018-07-31,4600,4638,4573,4601,1404200,4601
142,2018-08-01,4619,4634,4594,4629,819900,4629
143,2018-08-02,4627,4656,4594,4598,907300,4598
144,2018-08-03,4594,4594,4566,4588,846700,4588
145,2018-08-06,4598,4625,4592,4597,774200,4597
146,2018-08-07,4597,4657,4597,4653,861800,4653
147,2018-08-08,4675,4675,4612,4632,1388900,4632
148,2018-08-09,4639,4663,4625,4659,1108500,4659
149,2018-08-10,4800,4884,4755,4820,4546800,4820
150,2018-08-13,4752,4761,4611,4619,1975700,4619
151,2018-08-14,4639,4668,4604,4635,1494200,4635
152,2018-08-15,4622,4654,4577,4600,1143800,4600
153,2018-08-16,4547,4589,4500,4577,1569600,4577
154,2018-08-17,4583,4640,4579,4625,1385100,4625
155,2018-08-20,4601,4625,4597,4597,1468900,4597
156,2018-08-21,4572,4616,4568,4590,1515100,4590
157,2018-08-22,4597,4618,4576,4598,1314400,4598
158,2018-08-23,4625,4636,4601,4610,1209100,4610
159,2018-08-24,4657,4697,4653,4696,1371100,4696
160,2018-08-27,4684,4691,4668,4681,979200,4681
161,2018-08-28,4710,4722,4674,4681,1112900,4681
162,2018-08-29,4680,4704,4661,4691,1510000,4691
163,2018-08-30,4703,4725,4692,4715,1258900,4715
164,2018-08-31,4672,4725,4664,4699,1229000,4699
165,2018-09-03,4695,4699,4664,4666,979900,4666
166,2018-09-04,4664,4664,4626,4653,1090600,4653
167,2018-09-05,4659,4664,4602,4615,1108100,4615
168,2018-09-06,4578,4589,4541,4566,1197000,4566
169,2018-09-07,4580,4618,4547,4613,1883900,4613
170,2018-09-10,4600,4687,4584,4660,1618300,4660
171,2018-09-11,4670,4790,4668,4779,1917300,4779
172,2018-09-12,4779,4779,4693,4708,1593400,4708
173,2018-09-13,4751,4764,4712,4722,1429900,4722
174,2018-09-14,4840,4942,4837,4940,3585900,4940
175,2018-09-18,4931,5079,4925,5077,2630300,5077
176,2018-09-19,5141,5166,5101,5109,2597500,5109
177,2018-09-20,5101,5114,5027,5034,2016300,5034
178,2018-09-21,5090,5099,5040,5056,2116400,5056
179,2018-09-25,5151,5165,5114,5134,1779000,5134
180,2018-09-26,5118,5160,5082,5160,1483600,5160
181,2018-09-27,5110,5144,5082,5094,1545400,5094
182,2018-09-28,5126,5143,5085,5115,2086400,5115
183,2018-10-01,5130,5258,5126,5230,1760700,5230
184,2018-10-02,5250,5299,5245,5278,1805800,5278
185,2018-10-03,5268,5278,5200,5213,1539100,5213
186,2018-10-04,5283,5320,5221,5233,1759300,5233
187,2018-10-05,5223,5269,5215,5237,1613500,5237
188,2018-10-09,5175,5180,5030,5033,2603900,5033
189,2018-10-10,5022,5072,4974,4989,1810700,4989
190,2018-10-11,4848,4862,4794,4821,2504500,4821
191,2018-10-12,4770,4822,4744,4808,2243700,4808
192,2018-10-15,4790,4830,4768,4780,1817200,4780
193,2018-10-16,4745,4815,4735,4810,1481400,4810
194,2018-10-17,4880,4913,4854,4890,1753900,4890
195,2018-10-18,5000,5013,4957,4978,1928600,4978
196,2018-10-19,4936,4967,4875,4948,1721400,4948
197,2018-10-22,4948,5026,4903,5001,1506900,5001
198,2018-10-23,4957,4975,4907,4911,2234100,4911
199,2018-10-24,4954,5065,4928,5031,2572900,5031
200,2018-10-25,4892,4914,4797,4804,2183700,4804
201,2018-10-26,4868,4880,4796,4838,2089700,4838
202,2018-10-29,4872,4896,4814,4839,1575800,4839
203,2018-10-30,4781,4856,4761,4828,2050800,4828
204,2018-10-31,4836,4898,4807,4893,1990400,4893
205,2018-11-01,4897,4926,4852,4864,1456700,4864
206,2018-11-02,4866,4947,4841,4914,1820900,4914
207,2018-11-05,4881,4895,4805,4807,2058200,4807
208,2018-11-06,4800,4870,4776,4861,1777400,4861
209,2018-11-07,4862,4870,4743,4773,2251500,4773
210,2018-11-08,4880,4911,4850,4877,1814800,4877
211,2018-11-09,4907,4919,4819,4833,2108600,4833
212,2018-11-12,4798,4798,4702,4702,1552400,4702
213,2018-11-13,4646,4646,4554,4621,1658500,4621
214,2018-11-14,4626,4636,4565,4589,1886100,4589
215,2018-11-15,4543,4566,4512,4564,1496500,4564
216,2018-11-16,4565,4590,4519,4562,1359900,4562
217,2018-11-19,4557,4563,4518,4535,920500,4535
218,2018-11-20,4476,4487,4446,4453,1291900,4453
219,2018-11-21,4400,4421,4384,4399,1195900,4399
220,2018-11-22,4341,4400,4324,4377,1179400,4377
221,2018-11-26,4379,4415,4348,4380,1186300,4380
222,2018-11-27,4443,4509,4421,4499,2018200,4499
223,2018-11-28,4510,4538,4467,4502,1731800,4502
224,2018-11-29,4530,4541,4454,4480,1485500,4480
225,2018-11-30,4463,4531,4460,4510,2846300,4510
226,2018-12-03,4558,4618,4541,4599,1606400,4599
227,2018-12-04,4576,4597,4513,4519,1997600,4519
228,2018-12-05,4450,4474,4400,4448,1936000,4448
229,2018-12-06,4410,4421,4352,4380,1809400,4380
230,2018-12-07,4444,4514,4436,4506,1865900,4506
231,2018-12-10,4436,4537,4421,4525,2008200,4525
232,2018-12-11,4506,4516,4366,4366,2510200,4366
233,2018-12-12,4417,4480,4387,4434,2511500,4434
234,2018-12-13,4444,4469,4421,4430,2562300,4430
235,2018-12-14,4430,4479,4397,4445,3520600,4445
236,2018-12-17,4446,4547,4446,4495,1810400,4495
237,2018-12-18,4457,4469,4387,4387,1652200,4387
238,2018-12-19,4445,4447,4342,4347,1416900,4347
239,2018-12-20,4346,4357,4223,4247,1835400,4247
240,2018-12-21,4258,4304,4231,4249,2566700,4249
241,2018-12-25,4124,4140,4030,4051,1618400,4051
242,2018-12-26,4089,4144,4025,4086,1355700,4086
243,2018-12-27,4209,4310,4200,4295,1588300,4295
244,2018-12-28,4256,4299,4230,4270,993500,4270
