,date,start price,highest price,cheapest price,closing price,yield,fixed closing price
143,2015-08-03,20525,20720,20350,20490,956100,20490
144,2015-08-04,20490,20495,20225,20410,1060600,20410
145,2015-08-05,20510,21435,20485,21245,1811200,21245
146,2015-08-06,21680,22155,21550,21895,1890900,21895
147,2015-08-07,21965,22080,21670,22005,1242000,22005
148,2015-08-10,21755,21835,21425,21600,1119100,21600
149,2015-08-11,21800,21870,21350,21525,1012200,21525
150,2015-08-12,21630,21630,20875,20990,1216800,20990
151,2015-08-13,20715,21195,20695,21140,1153800,21140
152,2015-08-14,20925,21035,20675,20825,951700,20825
153,2015-08-17,20905,21075,20735,20900,546200,20900
154,2015-08-18,20995,21335,20885,21225,614100,21225
155,2015-08-19,20960,21110,20330,20380,1332500,20380
156,2015-08-20,20300,20365,20000,20055,1262200,20055
157,2015-08-21,19555,19970,19545,19745,1405300,19745
158,2015-08-24,19400,19740,19290,19405,1895800,19405
159,2015-08-25,19005,19885,18575,18750,2229900,18750
160,2015-08-26,18610,19745,18220,19665,2516400,19665
161,2015-08-27,20065,20080,19100,19320,1218100,19320
162,2015-08-28,19720,20385,19705,20370,1328000,20370
163,2015-08-31,20250,20290,19515,19715,1469100,19715
164,2015-09-01,19525,19850,19280,19290,1400500,19290
165,2015-09-02,19005,20210,19005,19635,1836600,19635
166,2015-09-03,20185,20340,19770,19885,1019000,19885
167,2015-09-04,20255,20260,19235,19495,1334900,19495
168,2015-09-07,19315,19960,19100,19730,977900,19730
169,2015-09-08,19725,19730,18950,18970,1129500,18970
170,2015-09-09,19725,20570,19250,20570,1811800,20570
171,2015-09-10,19970,20490,19800,20440,1495800,20440
172,2015-09-11,20050,20450,19815,19870,2653800,19870
173,2015-09-14,19715,19785,18930,19045,1338500,19045
174,2015-09-15,19370,19875,19300,19480,1190800,19480
175,2015-09-16,19760,20290,19740,20110,1124200,20110
176,2015-09-17,20620,21000,20600,20785,1175400,20785
177,2015-09-18,20420,20570,20070,20200,962000,20200
178,2015-09-24,19780,19900,19355,19635,1524600,19635
179,2015-09-25,19240,19460,18710,19385,1807700,19385
180,2015-09-28,19240,19370,18600,18675,1315800,18675
181,2015-09-29,18345,18420,17930,17965,1753800,17965
182,2015-09-30,18280,18745,18185,18315,1178200,18315
183,2015-10-01,18600,19215,18480,19035,1247800,19035
184,2015-10-02,18560,18940,18320,18795,989000,18795
185,2015-10-05,19195,19310,18985,19190,711900,19190
186,2015-10-06,19800,20150,19525,19625,1360600,19625
187,2015-10-07,19825,20020,19575,19875,1060700,19875
188,2015-10-08,19990,20235,19820,19935,885500,19935
189,2015-10-09,20250,20875,20240,20775,1872400,20775
190,2015-10-13,20600,20615,19980,20095,1168800,20095
191,2015-10-14,19920,19995,19235,19395,1228200,19395
192,2015-10-15,19295,19750,19045,19635,908100,19635
193,2015-10-16,19910,19990,19515,19725,1032100,19725
194,2015-10-19,19850,19890,19115,19160,1073200,19160
195,2015-10-20,19405,19410,19005,19195,837800,19195
196,2015-10-21,19245,20005,19170,19910,1632400,19910
197,2015-10-22,19700,20300,19650,19900,926600,19900
198,2015-10-23,20800,20800,20330,20460,1356200,20460
199,2015-10-26,20465,20710,20355,20400,1163300,20400
200,2015-10-27,20400,20465,19835,19930,1103800,19930
201,2015-10-28,20440,20965,20285,20865,1993800,20865
202,2015-10-29,21250,21675,21130,21380,1883800,21380
203,2015-10-30,21535,21700,21060,21555,1656400,21555
204,2015-11-02,21060,21280,20905,21115,1020600,21115
205,2015-11-04,21535,21865,21415,21545,1206300,21545
206,2015-11-05,21630,21945,21350,21565,980500,21565
207,2015-11-06,21710,21900,21570,21670,1036300,21670
208,2015-11-09,21920,22180,21755,22035,1588100,22035
209,2015-11-10,21505,22035,21490,22010,924000,22010
210,2015-11-11,22015,22075,21720,21880,694200,21880
211,2015-11-12,21755,21950,21510,21920,878700,21920
212,2015-11-13,21700,21775,21375,21650,1219300,21650
213,2015-11-16,21190,21485,21145,21390,770400,21390
214,2015-11-17,21810,22250,21565,22015,1530600,22015
215,2015-11-18,22020,22210,21700,21755,1171700,21755
216,2015-11-19,22070,22130,21835,22055,1123100,22055
217,2015-11-20,21810,22200,21810,22200,1043500,22200
218,2015-11-24,22220,22250,21815,22000,1006500,22000
219,2015-11-25,21860,21975,21665,21880,760500,21880
220,2015-11-26,22050,22140,21960,22050,719300,22050
221,2015-11-27,22100,22130,21850,21890,635500,21890
222,2015-11-30,21890,22020,21765,21920,1703800,21920
223,2015-12-01,22050,22420,21985,22420,1228700,22420
224,2015-12-02,22645,22770,22355,22445,1078300,22445
225,2015-12-03,22560,22790,22535,22555,1053600,22555
226,2015-12-04,22230,22350,22050,22095,1004300,22095
227,2015-12-07,22390,22460,22235,22275,611600,22275
228,2015-12-08,22405,22430,21810,21920,883600,21920
229,2015-12-09,21590,21900,21460,21680,1072400,21680
230,2015-12-10,21285,21325,20950,21130,1108500,21130
231,2015-12-11,21100,21555,21065,21475,2055200,21475
232,2015-12-14,20850,20955,20550,20875,1040900,20875
233,2015-12-15,20745,20910,20455,20455,1078100,20455
234,2015-12-16,20935,21060,20625,21005,1104900,21005
235,2015-12-17,21900,21920,21380,21465,1708100,21465
236,2015-12-18,21490,22080,21035,21085,1548100,21085
237,2015-12-21,20890,21140,20710,20945,1161700,20945
238,2015-12-22,20820,21030,20680,20945,642900,20945
239,2015-12-24,21565,21595,21010,21110,856200,21110
240,2015-12-25,21100,21170,20935,21045,473700,21045
241,2015-12-28,21170,21255,21025,21200,426800,21200
242,2015-12-29,21225,21225,20905,21085,533600,21085
243,2015-12-30,21285,21480,21055,21080,700800,21080
