,date,start price,highest price,cheapest price,closing price,yield,fixed closing price
70,2014-04-17,33605,33745,33120,33430,665600,33430
71,2014-04-18,33730,34155,33560,33710,462100,33710
72,2014-04-21,33825,34260,33665,33700,401400,33700
73,2014-04-22,33805,34095,32840,32860,557100,32860
74,2014-04-23,33120,33430,32815,33275,480500,33275
75,2014-04-24,33295,33465,32830,32875,475900,32875
76,2014-04-25,32575,33220,32440,32770,608000,32770
77,2014-04-28,32390,32595,32010,32140,935000,32140
78,2014-04-30,32140,32230,31685,31770,668800,31770
79,2014-05-01,31800,32220,31700,32100,499600,32100
80,2014-05-02,31755,32220,31750,32040,502100,32040
81,2014-05-07,31600,31670,30950,30950,1033500,30950
82,2014-05-08,31320,31900,31320,31565,609200,31565
83,2014-05-09,31360,31630,31265,31470,619500,31470
84,2014-05-12,31315,31715,31275,31580,351800,31580
85,2014-05-13,32120,32790,32015,32680,655600,32680
86,2014-05-14,32635,33055,32445,32445,475400,32445
87,2014-05-15,32050,32240,31790,31855,418100,31855
88,2014-05-16,31210,31745,31120,31710,476800,31710
89,2014-05-19,31930,32050,31365,31395,419000,31395
90,2014-05-20,31570,31980,31535,31790,294900,31790
91,2014-05-21,31365,31620,31225,31450,452800,31450
92,2014-05-22,31940,32550,31805,32550,660100,32550
93,2014-05-23,32600,33150,32560,32990,522400,32990
94,2014-05-26,33305,33580,33265,33555,428500,33555
95,2014-05-27,33420,34030,33400,33825,562500,33825
96,2014-05-28,33825,34170,33530,34040,531700,34040
97,2014-05-29,33600,34095,33600,34015,379400,34015
98,2014-05-30,34215,34410,33420,33590,666000,33590
99,2014-06-02,33960,34675,33850,34480,608500,34480
100,2014-06-03,34990,35055,34700,34990,549700,34990
101,2014-06-04,34840,35010,34110,34320,697200,34320
102,2014-06-05,34440,34895,34400,34820,603400,34820
103,2014-06-06,34995,35045,34525,34820,562900,34820
104,2014-06-09,35075,35170,34870,34880,411100,34880
105,2014-06-10,34780,35170,34215,34335,622300,34335
106,2014-06-11,34300,34610,34110,34215,348900,34215
107,2014-06-12,33925,33940,33255,33510,693200,33510
108,2014-06-13,32900,34030,32900,33975,1489100,33975
109,2014-06-16,33610,33835,32920,33150,645700,33150
110,2014-06-17,33165,33490,33140,33250,354300,33250
111,2014-06-18,33330,33785,33320,33605,494500,33605
112,2014-06-19,33695,34495,33530,34480,707800,34480
113,2014-06-20,34325,34770,34270,34415,611600,34415
114,2014-06-23,34855,34975,34635,34765,503400,34765
115,2014-06-24,34280,34895,34220,34700,359900,34700
116,2014-06-25,34300,34615,34215,34350,318500,34350
117,2014-06-26,34550,34645,34320,34590,308700,34590
118,2014-06-27,34345,34565,33400,33635,653400,33635
119,2014-06-30,33635,33790,33150,33330,510300,33330
120,2014-07-01,33150,33790,33030,33455,623000,33455
121,2014-07-02,33520,33775,33235,33335,460200,33335
122,2014-07-03,33800,33865,33330,33375,566500,33375
123,2014-07-04,33740,33750,33360,33420,336500,33420
124,2014-07-07,33445,33750,33310,33580,394300,33580
125,2014-07-08,33380,33535,33150,33220,447000,33220
126,2014-07-09,33000,33255,32800,33240,471500,33240
127,2014-07-10,33235,33685,33200,33505,565200,33505
128,2014-07-11,32990,33400,32555,32855,1070100,32855
129,2014-07-14,32875,32945,32380,32760,576600,32760
130,2014-07-15,32710,33130,32710,33050,436100,33050
131,2014-07-16,32960,33020,32615,32890,374600,32890
132,2014-07-17,32980,33175,32860,32875,281000,32875
133,2014-07-18,32375,32580,32185,32355,530600,32355
134,2014-07-22,32360,32470,32225,32350,453600,32350
135,2014-07-23,32350,32465,32210,32280,294000,32280
136,2014-07-24,32370,32600,32180,32295,482200,32295
137,2014-07-25,32360,32785,32340,32750,330600,32750
138,2014-07-28,32900,33365,32835,33300,494000,33300
139,2014-07-29,33610,34055,33545,33970,654700,33970
140,2014-07-30,33930,34400,33920,33975,492600,33975
141,2014-07-31,34395,34740,34285,34405,746500,34405
142,2014-08-01,34290,34550,34105,34150,482100,34150
143,2014-08-04,34010,34285,33950,34075,368900,34075
144,2014-08-05,33950,34025,33520,33565,493400,33565
145,2014-08-06,33480,33810,33205,33320,507200,33320
146,2014-08-07,33045,33590,32970,33350,478800,33350
147,2014-08-08,32800,32990,32030,32105,1075000,32105
148,2014-08-11,33015,33190,32685,33100,545700,33100
149,2014-08-12,33000,33220,32740,32885,319200,32885
150,2014-08-13,32695,32970,32655,32885,293800,32885
151,2014-08-14,33000,33160,32945,33005,212600,33005
152,2014-08-15,33095,33100,32885,33030,170400,33030
153,2014-08-18,32900,32985,32675,32695,312400,32695
154,2014-08-19,33010,33055,32845,32850,345700,32850
155,2014-08-20,32825,32935,32715,32800,218400,32800
156,2014-08-21,32995,33070,32900,32985,281400,32985
157,2014-08-22,32885,33150,32880,32900,236300,32900
158,2014-08-25,33065,33410,33055,33355,363000,33355
159,2014-08-26,33310,33355,32940,33000,279200,33000
160,2014-08-27,33250,33250,32970,33065,263200,33065
161,2014-08-28,32905,32935,32495,32665,357000,32665
162,2014-08-29,32470,32550,32220,32550,412000,32550
163,2014-09-01,32685,32700,32460,32540,139100,32540
164,2014-09-02,32690,33360,32615,33165,482400,33165
165,2014-09-03,33910,34250,33730,33735,734700,33735
166,2014-09-04,33635,34000,33550,33970,387600,33970
167,2014-09-05,34375,34400,34025,34035,381500,34035
168,2014-09-08,34345,34360,33845,33960,339400,33960
169,2014-09-09,33960,34070,33735,33900,354600,33900
170,2014-09-10,33665,33725,33415,33675,359700,33675
171,2014-09-11,33695,34185,33640,34135,485600,34135
172,2014-09-12,34065,34345,33900,34125,1866600,34125
173,2014-09-16,33505,33950,33505,33795,464900,33795
174,2014-09-17,34150,34385,34075,34365,531700,34365
175,2014-09-18,34640,35065,34450,35005,734900,35005
176,2014-09-19,35705,36395,35655,36250,1133500,36250
177,2014-09-22,35880,36270,35870,35970,447600,35970
178,2014-09-24,35800,36510,35755,36405,507900,36405
179,2014-09-25,37000,37170,36760,36865,521000,36865
180,2014-09-26,36165,36910,36160,36655,603600,36655
181,2014-09-29,36795,37050,36705,36810,368900,36810
182,2014-09-30,36575,36940,36520,36705,417500,36705
183,2014-10-01,36615,37210,36525,36780,423800,36780
184,2014-10-02,36500,36975,36260,36370,766600,36370
185,2014-10-03,37810,37880,36635,37370,1013900,37370
186,2014-10-06,37520,37990,37260,37840,670400,37840
187,2014-10-07,37355,37490,36855,36965,590500,36965
188,2014-10-08,36385,36950,36365,36705,532600,36705
189,2014-10-09,36875,37845,36860,37255,966300,37255
190,2014-10-10,38000,38455,37000,37890,1687300,37890
191,2014-10-14,37500,37740,36920,36930,1214800,36930
192,2014-10-15,37600,37680,36960,37640,841300,37640
193,2014-10-16,36575,37145,36555,37020,990300,37020
194,2014-10-17,37635,37635,36570,36745,731000,36745
195,2014-10-20,37445,37940,37205,37905,877200,37905
196,2014-10-21,37520,37790,36625,36790,867000,36790
197,2014-10-22,37085,37160,36285,36840,890300,36840
198,2014-10-23,36500,37085,36460,36590,495600,36590
199,2014-10-24,37000,37050,36585,36745,602400,36745
200,2014-10-27,37085,37195,36810,36905,412400,36905
201,2014-10-28,36700,36875,36120,36135,517600,36135
202,2014-10-29,36465,37080,36280,36940,663400,36940
203,2014-10-30,37145,37715,37040,37680,603000,37680
204,2014-10-31,38055,40900,38015,40365,1881900,40365
205,2014-11-04,42465,42485,41500,41500,1647900,41500
206,2014-11-05,41190,42920,41100,42450,1159300,42450
207,2014-11-06,42750,43335,41800,42235,1031000,42235
208,2014-11-07,42935,42935,42100,42325,721700,42325
209,2014-11-10,41800,41900,41240,41430,530600,41430
210,2014-11-11,41615,43355,41580,43115,963600,43115
211,2014-11-12,43670,44350,43330,43480,1297700,43480
212,2014-11-13,43605,44370,43110,44285,761400,44285
213,2014-11-14,44665,44730,43760,44205,1788500,44205
214,2014-11-17,43800,43910,42215,42615,1059700,42615
215,2014-11-18,43025,43590,42855,43535,612500,43535
216,2014-11-19,43500,43895,43000,43030,686000,43030
217,2014-11-20,43470,43495,42690,42845,472700,42845
218,2014-11-21,42480,43170,42110,43100,661900,43100
219,2014-11-25,43175,43370,42480,42570,392300,42570
220,2014-11-26,42240,42700,41940,42540,593500,42540
221,2014-11-27,42260,42850,42260,42625,438700,42625
222,2014-11-28,42850,43330,42730,43205,423200,43205
223,2014-12-01,42715,43540,42715,43425,352600,43425
224,2014-12-02,43000,43410,42950,43255,416300,43255
225,2014-12-03,43300,44385,43300,43795,747800,43795
226,2014-12-04,44165,44185,43500,43925,418800,43925
227,2014-12-05,43250,43520,43120,43240,520200,43240
228,2014-12-08,43245,43535,42930,43150,464800,43150
229,2014-12-09,42825,43620,42805,43415,499700,43415
230,2014-12-10,42905,43200,42150,42405,604200,42405
231,2014-12-11,41705,41995,41010,41910,562600,41910
232,2014-12-12,42015,42965,42015,42800,1924700,42800
233,2014-12-15,41525,42765,41525,42295,750900,42295
234,2014-12-16,41450,41990,41335,41830,975700,41830
235,2014-12-17,41700,42080,41525,42070,898300,42070
236,2014-12-18,42640,43715,42525,43715,945700,43715
237,2014-12-19,44330,44730,44050,44730,937500,44730
238,2014-12-22,44830,44900,44440,44525,418400,44525
239,2014-12-24,45155,45880,44840,45830,737100,45830
240,2014-12-25,45535,45700,45425,45615,375700,45615
241,2014-12-26,45650,45700,45270,45330,348000,45330
242,2014-12-29,45730,45865,44205,44885,621900,44885
243,2014-12-30,44800,44975,44040,44040,584000,44040
